star_id,ra,dec,parallax_mas,dist_pc,pmra,pmdec,radial_velocity,g_mag,bp_rp,v_mag,abs_g,teff_gspphot,mass_flame,age_flame,phot_origin,source_catalogue,l,b,x_pc,y_pc,z_pc,teff_color,rgb_r,rgb_g,rgb_b,rgb_hex,mass_est,U,V,W,simbad_main_id,proper_name,sp_type,star_class
Gaia DR3 3187115498866675456,75.4868052125233,-6.948587409027854,186.04662779359126,5.374996643902874,-551.7464349149869,-533.648216597346,42.28632354736328,10.649305,3.0327492,12.218388,11.99741435653615,,,,native_gaia,Gaia,206.43157353271505,-27.474527822980363,-4.270286060131181,-2.1227222723447197,-2.4797774176542804,3160.578070746528,255,190,119,#FFBE77,0.21518099504246943,-23.320827082882154,-17.985666247236875,-36.10149418411222,LP  656-38,,M4.0Ve,Main sequence
Gaia DR3 3741297293732404352,206.4405658448607,14.885052704598573,183.99619525468464,5.434894991256834,1776.006179566446,-1455.155718005634,15.58126163482666,7.6105833,2.1149225,8.436966,8.93462751831473,3424.99072265625,,,native_gaia,Gaia,351.5797189003867,72.40290765241365,1.6253741615379242,-0.24060228755506569,5.180574576262442,3655.4263231230943,255,204,148,#FFCC94,0.4978392099887536,61.07623361355515,-1.816086243396279,-2.9004824592920446,HD 119850,,M2V,Main sequence
Gaia DR3 470826482637310848,67.81389197465391,58.969481205135885,181.2730074917688,5.516541121244473,1334.7796929514584,-1947.638150541708,,12.33619,0.44229984,12.397876,13.62785592453212,,,,native_gaia,Gaia,148.11384946440293,7.3125944827522575,-4.645993618780875,2.8903184417195344,0.7021599120461002,7288.500785827637,238,239,255,#EEEFFF,,,,,EGGR 180,Stein 2051 B,DC5,White dwarf
Gaia DR3 470826482637310080,67.80919062832808,58.967979971547436,181.24383901243414,5.517428925853836,1300.3647836025643,-2046.1055188965706,27.816953659057617,9.702565,2.8958826,11.150111,10.993881456194753,,,,native_gaia,Gaia,148.11330335646093,7.309795555088706,-4.646742892258912,2.890846003482017,0.7020055763610065,3224.016647338867,255,191,122,#FFBF7A,0.30567303981857713,-57.607762140872815,-37.6380651311622,-7.69871997915201,G 175-34,Stein 2051A,M4.0V,Main sequence
Gaia DR3 939072613334579328,103.70012922713916,33.266408018167255,179.06293491259635,5.584628669736241,-726.6720778359679,-398.10237894601846,22.296476364135742,8.863551,2.5611715,10.028798,10.128579632202612,3337.70166015625,,,native_gaia,Gaia,182.93673467789512,15.131771121482663,-5.383918672437171,-0.27619837665604435,1.4578105378117254,3425.5313873291016,255,199,137,#FFC789,0.3934278331017649,-27.06742437521964,-3.651915168107484,-15.24198298480384,HD 265866,,M3V,Main sequence
Gaia DR3 6882963066420161664,313.1361327596479,-16.974558468206272,177.93122142191174,5.620149134079134,-309.11501874685354,37.05090624523243,,10.081701,2.9015598,11.534222,11.332962078734194,3000.155517578125,,,native_gaia,Gaia,30.162937844043054,-34.213986681427826,4.018267318239558,2.3352090241488166,-3.160127032571988,3220.4481070382253,255,191,122,#FFBF7A,0.2683741713392386,,,,LP  816-60,,M4V,Main sequence
Gaia DR3 2091177593123254016,278.90744884954285,32.994787158699616,175.79296679952537,5.688509718027581,-72.65040524928749,-755.1456226325628,,14.850962,5.1506624,,16.07596916340703,,,,native_gaia,Gaia,61.64256359555831,17.443075227256294,2.577629851737068,4.775702966792505,1.7051769211719485,2600.0,255,170,81,#FFAA51,0.0892403083659297,,,,LSR J1835+3259,,M8.5V,Main sequence
Gaia DR3 3209938366665770752,82.86754111476276,-3.6865276019053095,175.31313655111924,5.704079110514413,761.6309015978574,-2092.208719837279,8.195141792297363,7.1082892,2.121859,7.939578,8.327361540967924,,,,native_gaia,Gaia,206.94508321490216,-19.44885155336645,-4.7947052812070465,-2.437238466435275,-1.899259967224175,3650.012430330602,255,204,148,#FFCC94,0.549223254225791,22.492199786087696,-55.525739944342355,-10.140653342986862,HD  36395,,M1.5Ve,Main sequence
HIP 82817,253.86608718173676,-8.340249481883967,174.22999572753906,5.739539623260498,-829.3400268554688,-878.8099975585938,,8.328798,2.5329661,9.02,9.534412384033203,,,,transformed_from_johnson,Hipparcos,11.038930642344297,21.142065760289803,5.254156641564258,1.0250100019150274,2.0701467505608417,3436.813545227051,255,199,137,#FFC789,0.44690288543701173,,,,HD 152751,,M3.5Ve,Main sequence
Gaia DR3 6305165514134625024,224.97665286074593,-18.53775641089888,174.02530425165742,5.746290772483888,8.935928343633153,-9.867716145115926,,20.435377,1.975874,21.165998,21.638439129564496,,,,native_gaia,Gaia,340.7628321206022,34.729670064075314,4.458888393429902,-1.5559932134776289,3.2736916556818767,3763.952041253811,255,206,153,#FFCE99,,,,,Gaia DR3 6305165514134625024,,,Main sequence
Gaia DR3 2940856402123426176,92.64357908167638,-21.86782311323394,173.57398583239672,5.761231991098029,-135.6916079479044,-719.1781339548138,4.226544380187988,7.3134713,2.0742784,8.111353,8.510894499373201,,,,native_gaia,Gaia,228.61514751305023,-18.440965111491323,-3.6132454261807165,-4.100607355451608,-1.822435420488654,3687.1486012528585,255,205,150,#FFCD96,0.5336935423607292,12.180795522214984,-11.45372259382702,-11.739832888857277,HD  42581,,M1V,Main sequence
HIP 96100,293.0976093893519,69.65344725050629,173.41000366210938,5.766679763793945,598.4299926757812,-1738.81005859375,,4.4432917,0.9547787,4.67,5.638663291931152,,,,transformed_from_johnson,Hipparcos,101.29641256182505,21.87189027640579,-1.048294676699244,5.2479124168313716,2.1482758282449974,5357.555585861206,255,236,220,#FFECDC,0.8292005062103271,,,,* sig Dra,Alsafi,K0V,Main sequence
Gaia DR3 3340477717172813568,85.547707594821,12.482359917793618,172.67623105398982,5.791185005001267,1997.3418701227267,-1569.3549468971642,106.06187438964844,10.11378,2.8699055,11.538639,11.29994282610803,3000.028564453125,,,native_gaia,Gaia,193.71886091660406,-9.20798420383725,-5.553472518501632,-1.3557275845291563,-0.9266981520135946,3240.3451320103236,255,193,125,#FFC17D,0.27200628912811675,-90.2223404268939,-88.92886254508433,7.9709488414503245,Ross   47,,M4V,Main sequence
Gaia DR3 6232511606838403968,224.37159427348143,-21.423140396261676,169.8842702825854,5.886360157633197,1031.4718694823848,-1723.6189029383202,26.75117301940918,5.3640366,1.3236036,5.716877,6.514802405383094,4503.0302734375,,,native_gaia,Gaia,338.24176979965,32.6679284185543,4.6021870468149695,-1.8368527983740033,3.1772758911692915,4657.736885070801,255,225,194,#FFE1C2,0.6985197594616905,48.0243882386356,-21.955094080724553,-32.694187728901944,HD 131977,,K4V,Main sequence
Gaia DR3 5918660719983560192,266.6334444727895,-57.32506180218072,169.8041953551915,5.889136001075998,-1116.9094993763981,-1353.9274705312537,-43.79472351074219,9.592273,2.5847359,10.776654,10.742014839292722,3104.318359375,,,native_gaia,Gaia,335.29654335681596,-14.45170086936122,5.180891287877882,-2.3833224445977,-1.4697150837619146,3416.1056518554688,255,197,134,#FFC586,0.3333783676778006,-56.389990247593104,-26.9193563222555,20.357809574476903,L  205-128,,M3.5V,Main sequence
Gaia DR3 6663600360560306560,290.20411626707914,-45.57110617010142,169.23508466417934,5.90894022941132,658.775373074398,-2896.149542992778,6.040897846221924,10.752913,3.0468893,12.334739,11.89536549008001,,,,native_gaia,Gaia,352.3470311388145,-23.908130863474074,5.353816364029718,-0.7193898608024254,-2.394724034868691,3155.5504692925347,255,190,119,#FFBE77,0.22232441569439929,-19.955858299390147,-71.50456926703599,-38.04014223295792,L  347-14,,M4.5V,Main sequence
Gaia DR3 2739689239311660672,357.3066038231343,2.3969179441959985,169.21632962255026,5.909595145046433,992.7203890285491,-968.8064663267655,-71.36613464355469,8.152917,2.095766,8.965815,9.295128262144623,3619.114501953125,,,native_gaia,Gaia,93.56747722133163,-56.88539526905356,-0.20089038910846108,3.222247134929075,-4.949755673905692,3670.3777034108234,255,204,148,#FFCC94,0.46733530089545505,-8.805079386867984,-70.29604659643698,39.80046629994182,V* BR Psc,,dM1,Main sequence
Gaia DR3 4293318823182081408,289.2276515036191,5.162976302668586,169.06150528157374,5.915007075883356,-579.0805296593278,-1332.8677163542409,35.32969665527344,8.099911,2.378519,9.120922,9.240134393618206,3235.74462890625,,,native_gaia,Gaia,40.44051526713152,-3.2837377616352947,4.494401067532162,3.830518474026084,-0.33881554282648363,3498.5923767089844,255,200,140,#FFC88C,0.47198862823230564,53.07860777682412,-8.161775419858051,-4.9663771681087105,HD 180617,,M3-V,Main sequence
Gaia DR3 6002807341299977216,233.0469274248337,-41.28017408697192,168.9965073189456,5.917282054313164,-1176.447023619858,-1030.9703349025851,21.063974380493164,8.2741785,2.4276128,9.333233,9.413567150267141,3211.744873046875,,,native_gaia,Gaia,332.66778041694363,12.128480602339822,5.139337212192927,-2.6562707469219315,1.2432480238120072,3478.9548873901367,255,200,140,#FFC88C,0.4573135488235496,-1.0172698114385528,-48.659583558670015,0.4959121710744515,CD-40  9712,,M2.5V,Main sequence
Gaia DR3 4293315765165489536,289.2373736967538,5.14437331543419,168.95370741857366,5.918781039368104,-598.7612674421905,-1366.0634969863777,,14.3032875,4.971408,17.835972,15.44212613666587,,,,native_gaia,Gaia,40.428504848912645,-3.3009440139299646,4.497994306303153,3.8319534609908943,-0.3408062282994658,2600.0,255,170,81,#FFAA51,0.09586810795001195,,,,VB 10,,M8V,Main sequence
Gaia DR3 425040000962497792,12.281184764215306,57.815739188554126,168.71856118825883,5.927030155764452,1144.6933944408322,-469.66761852950583,10.332795143127441,6.762044,1.7540107,7.3504605,7.897858268620617,,,,native_gaia,Gaia,122.62270221704523,-5.0546195524458835,-3.182862937855413,4.972562100340149,-0.5222031639394407,3989.062139070951,255,212,165,#FFD4A5,0.5772652417931076,-31.89530309588282,-9.605889171911798,-14.343633368501225,* eta Cas B,,K7Ve,Main sequence
Gaia DR3 4109030160308317312,258.83511696459266,-26.60789783205067,168.13027793748972,5.947768672408884,-465.86077428732233,-1141.1676949906755,,4.828591,1.0597496,5.065702,5.956820524461982,4997.0126953125,0.8145808577537537,6.304092884063721,native_gaia,Gaia,358.2735138770175,6.876819230705276,5.902298998492977,-0.17790704187909687,0.7121571437029586,5142.250685258345,255,233,213,#FFE9D5,0.7814769213307027,,,,*  36 Oph B,,K1V,Main sequence
Gaia DR3 4109030160308320128,258.83412017812816,-26.606806615399403,168.00307885629599,5.952271867918357,-498.6001998992269,-1149.1581425021811,0.26360851526260376,4.831335,1.0583043,5.067876,5.957921271558325,4991.23583984375,0.8094933032989502,7.213899612426758,native_gaia,Gaia,358.27389845016586,6.878175422965144,5.906752099201711,-0.17800158466740143,0.7128362112325428,5144.7471011768685,255,233,213,#FFE9D5,0.7813118092662512,0.06808502844449003,-34.643915362528,-7.013902478545237,*  36 Oph A,,K2V,Main sequence
HIP 3821,12.285282814596457,57.81269941141954,167.99000549316406,5.95273494720459,1087.1099853515625,-559.6500244140625,,3.309333,0.7469358,3.46,4.4357500076293945,,,,transformed_from_johnson,Hipparcos,122.62486612761107,-5.057678821769988,-3.1968401283504684,4.993983157215473,-0.5247844994730427,6013.776130242781,255,244,241,#FFF4F1,1.0300320503039238,,,,* eta Cas,Achird,F9V,Main sequence
Gaia DR3 4109034455276324608,259.05329410009625,-26.551146094884785,167.9616795430231,5.953738988087766,-479.57323273959537,-1124.3316833654421,-0.06787675619125366,5.889863,1.4148359,6.2879486,7.015914057929606,4381.2255859375,0.6819101572036743,,native_gaia,Gaia,358.43299674981483,6.749479855500631,5.910265650113283,-0.1616823331931713,0.6997333109839498,4478.921577453613,255,222,188,#FFDEBC,0.6484085942070393,-0.16053682652876633,-33.775402380861124,-7.025806807556863,V* V2215 Oph,,K5V,Main sequence
Gaia DR3 3136952686035250688,116.1658359308822,3.5504844454883244,166.97689652666736,5.988852474811047,-347.78160133471783,-445.7017799350484,25.717103958129883,9.692206,2.997038,11.229258,10.805488307199028,3098.96484375,,,native_gaia,Gaia,215.85713051702274,13.455061162325647,-4.720621152261559,-3.411779915177574,1.3935019599060676,3173.2754177517363,255,190,119,#FFBE77,0.32639628620810696,-19.045176197886523,-22.126206833686947,-8.165663433065685,V* YZ CMi,,M4.0Ve,Main sequence
Gaia DR3 6697578465310949376,302.8022690433109,-36.10821653736984,166.3272042796776,6.01224558742964,458.88173849748836,-1576.7321098687532,-129.27386474609375,5.033037,1.101397,5.28688,6.137853624258991,,,,native_gaia,Gaia,5.225736109660614,-30.928199029307233,5.135940554915132,0.46973336917170744,-3.0900747857991746,5070.314207944003,255,231,210,#FFE7D2,0.7543219563611513,-118.31274096737718,-51.93053933799919,46.98446518292446,HD 191408,,K2.5V,Main sequence
Gaia DR3 946632924007399936,107.50514340448903,38.52526941964586,165.2146994337292,6.052730195481905,-439.4204467281696,-944.7934896029223,,9.934659,3.105956,11.570083,11.024902427334055,,,,native_gaia,Gaia,178.95779606144973,19.90167209524773,-5.690308699642952,0.1035175077492379,2.0603916733610483,3134.5489501953125,255,190,119,#FFBE77,0.3022607329932539,,,,V* QY Aur,,M4.5Ve,Main sequence
HIP 15510,50.00035962965094,-43.066552247555556,165.02000427246094,6.059871196746826,3038.080078125,726.3400268554688,,4.0642595,0.889849,4.26,5.151943206787109,,,,transformed_from_johnson,Hipparcos,250.73404117395282,-56.064747486631546,-1.1162190027675605,-3.1935023061952914,-5.027687050657366,5557.214303076267,255,238,227,#FFEEE3,0.9129018300987152,,,,* e Eri,,G6V,Main sequence
HIP 99240,302.1950252833894,-66.18709056715038,163.72999572753906,6.107616424560547,1210.2900390625,-1130.3399658203125,,3.3380861,0.8571446,3.55,4.408727645874023,,,,transformed_from_johnson,Hipparcos,329.7607876046614,-32.42130809914484,4.454091072335039,-2.5964254365637416,-3.274542114750066,5657.7803728580475,255,240,230,#FFF0E6,1.0334964556571764,,,,* del Pav,,G8IV,Subgiant
HIP 71253,218.56841445036122,-12.516910073147352,163.50999450683594,6.1158342361450195,-357.5,595.1199951171875,,10.566096,2.912417,11.32,11.633819580078125,,,,transformed_from_johnson,Hipparcos,338.42024825963836,43.15733162526837,4.148655027098982,-1.6408730025530467,4.183255390198216,3213.62364087786,255,191,122,#FFBF7A,0.24063262939453126,,,,BD-11  3759,,M3.5V,Main sequence
Gaia DR3 2572901021957789568,24.24124978791965,9.563070454755835,163.44784569658697,6.118159561774398,1238.2439374026383,-16.155571796869925,,19.461197,3.4663029,21.435457,20.528092903370414,,,,native_gaia,Gaia,141.22508344018684,-51.684333177035896,-2.9572404315363583,2.375551532771421,-4.800350025629954,2992.4283727010093,255,185,109,#FFB96D,,,,,SIMP J013656.5+093347.3,,T2.0,Brown dwarf
Gaia DR3 6673000841376349696,303.4773905559996,-45.16473054247641,162.2171000791857,6.164578207302766,778.3309821152101,-159.9388249728239,-33.51681900024414,7.2426615,1.9117098,7.930789,8.29314464285332,3588.5205078125,0.5671036243438721,13.0831880569458,native_gaia,Gaia,354.80635455854645,-32.97826336407495,5.15009252018134,-0.468119224483834,-3.3555082922253456,3814.031386956936,255,208,156,#FFD09C,0.5521185302201036,-40.72056744930462,1.7435514352007204,-1.1663889509524492,HD 191849,,M0V,Main sequence
HIP 86963,266.559652477009,-32.103513844912385,161.77000427246094,6.181615829467773,-77.62000274658203,-270.1199951171875,,10.783784,1.8851947,11.39,11.82827377319336,,,,transformed_from_johnson,Hipparcos,357.36394703136096,-1.7615831403934816,6.172156253600405,-0.2841678818439564,-0.19002646972535106,3834.7261196229515,255,209,158,#FFD19E,0.22702083587646485,,,,CD-32 13298,,M2.5,Main sequence
HIP 86961,266.5523591014555,-32.10497199632994,161.77000427246094,6.181615829467773,-49.81999969482422,-319.82000732421875,,9.866325,1.9712296,10.49,10.910816192626953,,,,transformed_from_johnson,Hipparcos,357.3594906187125,-1.7570605169622548,6.172149097138717,-0.2846486357164801,-0.18953875593402034,3767.576934070122,255,206,153,#FFCE99,0.31481021881103516,,,,HD 318327,,M1.5,Main sequence
Gaia DR3 1638979384378696704,267.01612290514834,70.88157381434476,160.99524492008814,6.211363574721487,-1266.3871707976418,1108.8007104699252,,13.778201,1.0028296,13.993402,14.812266348727977,,,,native_gaia,Gaia,101.43804549645463,30.69132411224051,-1.059230653572983,5.235254740517105,3.1703589200280504,5240.567137978293,255,234,217,#FFEAD9,,,,,EGGR 372,,DQ9P,White dwarf
Gaia DR3 2824770686019003904,352.97012375450475,19.93699282660293,159.66339203721853,6.263176469198987,578.0086593589436,-59.768604898823476,-0.2072998583316803,9.043998,2.6609464,10.291056,10.060024522526938,,,,native_gaia,Gaia,98.57865598513224,-39.14315078950151,-0.7245845644524078,4.803193291220447,-3.95369332402756,3371.6908536638534,255,196,131,#FFC483,0.39959779297257564,-14.129053002749002,-7.614099528121362,-6.332292469199516,BD+19  5116A,,M3.5Ve,Main sequence
Gaia DR3 6322070093095493504,229.85630133329227,-7.722707024157902,158.71827296463243,6.300471781360879,-1221.2776289653712,-97.22923861858034,-9.74585247039795,9.421787,2.5615683,10.587356,10.424921908051878,3110.406494140625,,,native_gaia,Gaia,354.0721651740634,40.02218433759441,4.79907322587064,-0.49829242557612397,4.051733641180004,3425.3726959228516,255,199,137,#FFC789,0.3667570282753309,-25.31547055090335,-25.625419400229426,11.678550528553966,BD-07  4003,,M3V,Main sequence
HIP 84140,258.0349525941828,45.658899508509386,158.1699981689453,6.3223114013671875,325.9599914550781,-1591.72998046875,,8.670117,2.0850255,9.31,9.66573715209961,,,,transformed_from_johnson,Hipparcos,71.32816719914503,35.963701394832206,1.6382611368985862,4.847880484688358,3.712920240102533,3678.7605471727325,255,205,150,#FFCD96,0.4350836563110352,,,,HD 155876,,M3V,Main sequence
Gaia DR3 1022456139210632064,138.5835616152243,52.68408016691263,157.88793077923938,6.333606343845312,-1545.7874520604669,-569.052823523412,10.64217758178711,6.976026,1.8173037,7.6036406,7.967770723554821,3745.384033203125,,,native_gaia,Gaia,164.94062985251327,42.66121469828874,-4.497611981869335,1.2101279384341332,4.292044518870246,3901.4257049560547,255,210,161,#FFD2A1,0.573270244368296,-41.92254865311231,-15.048812407666947,-23.98321007647098,HD  79210,,K7V,Main sequence
